Price,Close,High,Low,Open,Volume,MA50,MA200
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,
2000-02-14,1389.93994140625,1394.9300537109375,1380.530029296875,1387.1199951171875,927300000,,
2000-02-15,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000,,
2000-02-16,1387.6700439453125,1404.550048828125,1385.5799560546875,1402.050048828125,1018800000,,
2000-02-17,1388.260009765625,1399.8800048828125,1380.0699462890625,1387.6700439453125,1034800000,,
2000-02-18,1346.0899658203125,1388.5899658203125,1345.3199462890625,1388.260009765625,1042300000,,
2000-02-22,1352.1700439453125,1358.1099853515625,1331.8800048828125,1346.0899658203125,980000000,,
2000-02-23,1360.68994140625,1370.1099853515625,1342.43994140625,1352.1700439453125,993700000,,
2000-02-24,1353.4300537109375,1364.800048828125,1329.8800048828125,1360.68994140625,1215000000,,
2000-02-25,1333.3599853515625,1362.1400146484375,1329.1500244140625,1353.4300537109375,1065200000,,
2000-02-28,1348.050048828125,1360.8199462890625,1325.0699462890625,1333.3599853515625,1026500000,,
2000-02-29,1366.4200439453125,1369.6300048828125,1348.050048828125,1348.050048828125,1204300000,,
2000-03-01,1379.18994140625,1383.4599609375,1366.4200439453125,1366.4200439453125,1274100000,,
2000-03-02,1381.760009765625,1386.56005859375,1370.3499755859375,1379.18994140625,1198600000,,
2000-03-03,1409.1700439453125,1410.8800048828125,1381.760009765625,1381.760009765625,1150300000,,
2000-03-06,1391.280029296875,1409.739990234375,1384.75,1409.1700439453125,1029000000,,
2000-03-07,1355.6199951171875,1399.2099609375,1349.989990234375,1391.280029296875,1314100000,,
2000-03-08,1366.699951171875,1373.7900390625,1346.6199951171875,1355.6199951171875,1203000000,,
2000-03-09,1401.68994140625,1401.8199462890625,1357.8800048828125,1366.699951171875,1123000000,,
2000-03-10,1395.0699462890625,1413.4599609375,1392.0699462890625,1401.68994140625,1138800000,,
2000-03-13,1383.6199951171875,1398.3900146484375,1364.8399658203125,1395.0699462890625,1016100000,,
2000-03-14,1359.1500244140625,1395.1500244140625,1359.1500244140625,1383.6199951171875,1094000000,1402.2489990234376,
2000-03-15,1392.1400146484375,1397.989990234375,1356.989990234375,1359.1500244140625,1302800000,1400.9873999023437,
2000-03-16,1458.469970703125,1458.469970703125,1392.1500244140625,1392.1500244140625,1482300000,1402.1683984375,
2000-03-17,1464.469970703125,1477.3299560546875,1453.3199462890625,1458.469970703125,1295100000,1403.4155981445313,
2000-03-20,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000,1404.47919921875,
2000-03-21,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000,1405.5271997070313,
2000-03-22,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000,1406.3880004882812,
2000-03-23,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000,1408.163798828125,
2000-03-24,1527.4599609375,1552.8699951171875,1516.8299560546875,1527.3499755859375,1052200000,1410.067998046875,
2000-03-27,1523.8599853515625,1534.6300048828125,1518.4599609375,1527.4599609375,901000000,1411.5515966796875,
2000-03-28,1507.72998046875,1527.3599853515625,1507.0899658203125,1523.8599853515625,959100000,1412.4031958007813,
2000-03-29,1508.52001953125,1521.449951171875,1497.449951171875,1507.72998046875,1061900000,1413.4707958984375,
2000-03-30,1487.9200439453125,1517.3800048828125,1474.6300048828125,1508.52001953125,1193400000,1414.1111962890625,
2000-03-31,1498.5799560546875,1519.81005859375,1484.3800048828125,1487.9200439453125,1227400000,1415.171396484375,
2000-04-03,1505.969970703125,1507.18994140625,1486.9599609375,1498.5799560546875,1021700000,1416.4635961914062,
2000-04-04,1494.72998046875,1526.449951171875,1416.4100341796875,1505.97998046875,1515460000,1418.3275952148438,
2000-04-05,1487.3699951171875,1506.550048828125,1478.050048828125,1494.72998046875,1110300000,1419.87439453125,
2000-04-06,1501.3399658203125,1511.760009765625,1487.3699951171875,1487.3699951171875,1008000000,1421.81939453125,
2000-04-07,1516.3499755859375,1518.6800537109375,1501.3399658203125,1501.3399658203125,891600000,1424.1751928710937,
2000-04-10,1504.4599609375,1527.18994140625,1503.3499755859375,1516.3499755859375,853700000,1427.06119140625,
2000-04-11,1500.5899658203125,1512.800048828125,1486.780029296875,1504.4599609375,971400000,1429.1837915039061,
2000-04-12,1467.1700439453125,1509.0799560546875,1466.1500244140625,1500.5899658203125,1175900000,1430.341591796875,
2000-04-13,1440.510009765625,1477.52001953125,1439.3399658203125,1467.1700439453125,1032000000,1430.9693920898437,
2000-04-14,1356.56005859375,1440.510009765625,1339.4000244140625,1440.510009765625,1279700000,1429.6011938476563,
2000-04-17,1401.43994140625,1401.530029296875,1346.5,1356.56005859375,1204700000,1429.1425927734374,
2000-04-18,1441.6099853515625,1441.6099853515625,1397.81005859375,1401.43994140625,1109400000,1429.4899926757812,
2000-04-19,1427.469970703125,1447.68994140625,1424.260009765625,1441.6099853515625,1001400000,1429.2049926757813,
2000-04-20,1434.5400390625,1435.489990234375,1422.0799560546875,1427.469970703125,896200000,1429.6615942382812,
2000-04-24,1429.8599853515625,1434.5400390625,1407.1300048828125,1434.5400390625,868700000,1429.9221948242186,
2000-04-25,1477.43994140625,1477.6700439453125,1429.8599853515625,1429.8599853515625,1071100000,1431.72859375,
2000-04-26,1460.989990234375,1482.93994140625,1456.97998046875,1477.43994140625,999600000,1433.1495947265626,
2000-04-27,1464.9200439453125,1469.2099609375,1434.81005859375,1460.989990234375,1111000000,1434.4069946289062,
2000-04-28,1452.4300537109375,1473.6199951171875,1448.1500244140625,1464.9200439453125,984600000,1435.7021948242189,
2000-05-01,1468.25,1481.510009765625,1452.4300537109375,1452.4300537109375,966300000,1437.3019946289062,
2000-05-02,1446.2900390625,1468.25,1445.219970703125,1468.25,1011500000,1439.30599609375,
2000-05-03,1415.0999755859375,1446.2900390625,1398.3599853515625,1446.2900390625,991600000,1440.5645947265625,
2000-05-04,1409.5699462890625,1420.989990234375,1404.93994140625,1415.0999755859375,925800000,1441.5421948242188,
2000-05-05,1432.6300048828125,1436.030029296875,1405.0799560546875,1409.5699462890625,805500000,1443.1261938476562,
2000-05-08,1424.1700439453125,1432.6300048828125,1417.050048828125,1432.6300048828125,787600000,1444.9423950195312,
2000-05-09,1412.1400146484375,1430.280029296875,1401.8499755859375,1424.1700439453125,896600000,1446.2241943359375,
2000-05-10,1383.050048828125,1412.1400146484375,1375.1400146484375,1412.1400146484375,1006400000,1446.5567944335937,
2000-05-11,1407.81005859375,1410.260009765625,1383.050048828125,1383.050048828125,953600000,1447.1291967773439,
2000-05-12,1420.9599609375,1430.1300048828125,1407.81005859375,1407.81005859375,858200000,1447.9131958007813,
2000-05-15,1452.3599853515625,1452.3900146484375,1416.5400390625,1420.9599609375,854600000,1448.7769946289063,
2000-05-16,1466.0400390625,1470.4000244140625,1450.760009765625,1452.3599853515625,955500000,1450.2721948242188,
2000-05-17,1447.800048828125,1466.0400390625,1441.6700439453125,1466.0400390625,820500000,1452.1157958984375,
2000-05-18,1437.2099609375,1458.0400390625,1436.5899658203125,1447.800048828125,807900000,1453.52599609375,
2000-05-19,1406.949951171875,1437.2099609375,1401.739990234375,1437.2099609375,853700000,1453.6311962890625,
2000-05-22,1400.719970703125,1410.550048828125,1368.72998046875,1406.949951171875,869000000,1453.7441967773439,
2000-05-23,1373.8599853515625,1403.77001953125,1373.4300537109375,1400.719970703125,869900000,1453.5489965820314,
2000-05-24,1399.050048828125,1401.75,1361.0899658203125,1373.8599853515625,1152300000,1454.3469970703125,
2000-05-25,1381.52001953125,1411.6500244140625,1373.9300537109375,1399.050048828125,984500000,1454.1345971679686,
2000-05-26,1378.02001953125,1391.4200439453125,1369.75,1381.52001953125,722600000,1452.5255981445312,
2000-05-30,1422.449951171875,1422.449951171875,1378.02001953125,1378.02001953125,844200000,1451.6851977539063,
2000-05-31,1420.5999755859375,1434.489990234375,1415.5,1422.43994140625,960500000,1450.9645971679688,
2000-06-01,1448.81005859375,1448.81005859375,1420.5999755859375,1420.5999755859375,960100000,1450.0633984375,
2000-06-02,1477.260009765625,1483.22998046875,1448.81005859375,1448.81005859375,1162400000,1449.5957983398437,
2000-06-05,1467.6300048828125,1477.280029296875,1464.6800537109375,1477.260009765625,838600000,1448.4013989257812,
2000-06-06,1457.8399658203125,1471.3599853515625,1454.739990234375,1467.6300048828125,950100000,1447.0089990234376,
2000-06-07,1471.3599853515625,1474.6400146484375,1455.06005859375,1457.8399658203125,854600000,1445.9589990234374,
2000-06-08,1461.6700439453125,1475.6500244140625,1456.489990234375,1471.3599853515625,854300000,1445.0378002929688,
2000-06-09,1456.949951171875,1472.6700439453125,1454.9599609375,1461.6700439453125,786000000,1444.0063989257812,
2000-06-12,1446.0,1462.9300537109375,1445.989990234375,1456.949951171875,774100000,1443.167998046875,
2000-06-13,1469.43994140625,1470.4200439453125,1442.3800048828125,1446.0,935900000,1442.5851977539062,
2000-06-14,1470.5400390625,1483.6199951171875,1467.7099609375,1469.43994140625,929700000,1441.8765991210937,
2000-06-15,1478.72998046875,1482.0400390625,1464.6199951171875,1470.5400390625,1011400000,1441.5565991210938,
2000-06-16,1464.4599609375,1480.77001953125,1460.4200439453125,1478.72998046875,1250800000,1441.0983984375,
2000-06-19,1486.0,1488.9300537109375,1459.050048828125,1464.4599609375,921700000,1440.7915991210937,
2000-06-20,1475.949951171875,1487.3199462890625,1470.1800537109375,1486.0,1031500000,1439.9835986328126,
2000-06-21,1479.1300048828125,1482.18994140625,1468.0,1475.949951171875,1009600000,1439.4769995117188,
2000-06-22,1452.1800537109375,1479.1300048828125,1448.030029296875,1479.1300048828125,1022700000,1438.5088012695312,
2000-06-23,1441.47998046875,1459.93994140625,1438.31005859375,1452.1800537109375,847600000,1437.995,
2000-06-26,1455.31005859375,1459.6600341796875,1441.47998046875,1441.47998046875,889000000,1438.2910009765626,
2000-06-27,1450.550048828125,1463.3499755859375,1450.550048828125,1455.31005859375,1042500000,1440.17080078125,
2000-06-28,1454.8199462890625,1467.6300048828125,1450.550048828125,1450.550048828125,1095100000,1441.2384008789063,
2000-06-29,1442.3900146484375,1455.1400146484375,1434.6300048828125,1454.8199462890625,1110900000,1441.2540014648437,
2000-06-30,1454.5999755859375,1454.6800537109375,1438.7099609375,1442.3900146484375,1459700000,1441.7966015625,
2000-07-03,1469.5400390625,1469.5799560546875,1450.8499755859375,1454.5999755859375,451900000,1442.4966015625,
2000-07-05,1446.22998046875,1469.5400390625,1442.449951171875,1469.5400390625,1019300000,1442.8240014648438,
2000-07-06,1456.6700439453125,1461.6500244140625,1439.56005859375,1446.22998046875,947300000,1442.408603515625,
2000-07-07,1478.9000244140625,1484.1199951171875,1456.6700439453125,1456.6700439453125,931700000,1442.7668041992188,
2000-07-10,1475.6199951171875,1486.56005859375,1474.760009765625,1478.9000244140625,838700000,1442.9808032226563,
2000-07-11,1480.8800048828125,1488.77001953125,1470.47998046875,1475.6199951171875,980500000,1443.5498022460938,
2000-07-12,1492.9200439453125,1497.68994140625,1480.8800048828125,1480.8800048828125,1001200000,1444.043203125,
2000-07-13,1495.8399658203125,1501.3900146484375,1489.6500244140625,1492.9200439453125,1026800000,1445.0342016601562,
2000-07-14,1509.97998046875,1509.989990234375,1494.56005859375,1495.8399658203125,960600000,1446.9318017578125,
2000-07-17,1510.489990234375,1517.3199462890625,1505.260009765625,1509.97998046875,906000000,1448.9502026367188,
2000-07-18,1493.739990234375,1510.489990234375,1491.3499755859375,1510.489990234375,908300000,1450.17240234375,
2000-07-19,1481.9599609375,1495.6300048828125,1479.9200439453125,1493.739990234375,909400000,1451.3282006835936,
2000-07-20,1495.5699462890625,1501.9200439453125,1481.9599609375,1481.9599609375,1064600000,1452.9967993164062,
2000-07-21,1480.18994140625,1495.5699462890625,1477.9100341796875,1495.5699462890625,968300000,1454.9395971679687,
2000-07-24,1464.2900390625,1485.8800048828125,1463.800048828125,1480.18994140625,880300000,1456.0691967773437,
2000-07-25,1474.469970703125,1476.22998046875,1464.2900390625,1464.2900390625,969400000,1457.1393969726562,
2000-07-26,1452.4200439453125,1474.469970703125,1452.4200439453125,1474.469970703125,1235800000,1457.1405981445312,
2000-07-27,1449.6199951171875,1464.9100341796875,1445.3299560546875,1452.4200439453125,1156400000,1456.812197265625,
2000-07-28,1419.8900146484375,1456.6800537109375,1413.8900146484375,1449.6199951171875,980000000,1456.2539965820313,
2000-07-31,1430.8299560546875,1437.6500244140625,1418.7099609375,1419.8900146484375,952600000,1456.126396484375,
2000-08-01,1438.0999755859375,1443.5400390625,1428.9599609375,1430.8299560546875,938700000,1456.7493969726563,
2000-08-02,1438.699951171875,1451.5899658203125,1433.489990234375,1438.0999755859375,994500000,1457.5089965820312,
2000-08-03,1452.56005859375,1454.18994140625,1425.4300537109375,1438.699951171875,1095600000,1459.082998046875,
2000-08-04,1462.9300537109375,1462.9300537109375,1451.31005859375,1452.56005859375,956000000,1460.3605981445312,
2000-08-07,1479.3199462890625,1480.800048828125,1460.719970703125,1462.9300537109375,854800000,1462.3165966796876,
2000-08-08,1482.800048828125,1484.52001953125,1472.6099853515625,1479.3199462890625,992200000,1464.412197265625,
2000-08-09,1472.8699951171875,1490.3299560546875,1471.1600341796875,1482.800048828125,1054000000,1465.4205981445311,
2000-08-10,1460.25,1475.1500244140625,1459.8900146484375,1472.8699951171875,940800000,1466.2135986328126,
2000-08-11,1471.8399658203125,1475.719970703125,1453.06005859375,1460.25,835500000,1466.6741967773437,
2000-08-14,1491.56005859375,1491.6400146484375,1468.56005859375,1471.8399658203125,783800000,1466.9601977539062,
2000-08-15,1484.4300537109375,1493.1199951171875,1482.739990234375,1491.56005859375,895900000,1467.2961987304689,
2000-08-16,1479.8499755859375,1496.0899658203125,1475.739990234375,1484.4300537109375,929800000,1467.7363989257813,
2000-08-17,1496.0699462890625,1499.3199462890625,1479.8499755859375,1479.8499755859375,922400000,1468.2305981445313,
2000-08-18,1491.719970703125,1499.469970703125,1488.989990234375,1496.0699462890625,821400000,1468.8315966796874,
2000-08-21,1499.47998046875,1502.8399658203125,1491.1300048828125,1491.719970703125,731600000,1469.682197265625,
2000-08-22,1498.1300048828125,1508.449951171875,1497.4200439453125,1499.47998046875,818800000,1470.7247973632811,
2000-08-23,1505.969970703125,1507.199951171875,1489.52001953125,1498.1300048828125,871000000,1471.4553979492186,
2000-08-24,1508.31005859375,1511.1600341796875,1501.25,1505.969970703125,837100000,1472.2107983398437,
2000-08-25,1506.449951171875,1513.469970703125,1505.0899658203125,1508.31005859375,685600000,1472.7651977539062,
2000-08-28,1514.0899658203125,1523.949951171875,1506.449951171875,1506.449951171875,733600000,1473.7577978515626,
2000-08-29,1509.8399658203125,1514.81005859375,1505.4599609375,1514.0899658203125,795600000,1474.2345971679688,
2000-08-30,1502.5899658203125,1510.489990234375,1500.0899658203125,1509.8399658203125,818400000,1474.7673974609374,
2000-08-31,1517.6800537109375,1525.2099609375,1502.5899658203125,1502.5899658203125,1056600000,1475.5383984375,
2000-09-01,1520.77001953125,1530.0899658203125,1515.530029296875,1517.6800537109375,767700000,1476.9101977539062,
2000-09-05,1507.0799560546875,1520.77001953125,1504.2099609375,1520.77001953125,838500000,1478.222197265625,
2000-09-06,1492.25,1512.6099853515625,1492.1199951171875,1507.0799560546875,995100000,1478.96099609375,
2000-09-07,1502.510009765625,1505.3399658203125,1492.25,1492.25,985500000,1480.0001953125,
2000-09-08,1494.5,1502.510009765625,1489.8800048828125,1502.510009765625,961000000,1480.7937963867187,
2000-09-11,1489.260009765625,1506.760009765625,1483.010009765625,1494.5,899300000,1481.7311962890626,
2000-09-12,1481.989990234375,1496.9300537109375,1479.6700439453125,1489.260009765625,991200000,1482.2789965820311,
2000-09-13,1484.9100341796875,1487.449951171875,1473.6099853515625,1481.989990234375,1068300000,1482.586396484375,
2000-09-14,1480.8699951171875,1494.1600341796875,1476.72998046875,1484.9100341796875,1014000000,1483.2791967773437,
2000-09-15,1465.81005859375,1480.9599609375,1460.219970703125,1480.8699951171875,1268400000,1483.4619970703125,
2000-09-18,1444.510009765625,1467.77001953125,1441.9200439453125,1465.81005859375,962500000,1482.7741967773438,
2000-09-19,1459.9000244140625,1461.1600341796875,1444.510009765625,1444.510009765625,1024900000,1482.4597973632813,
2000-09-20,1451.3399658203125,1460.489990234375,1430.949951171875,1459.9000244140625,1104000000,1481.8689965820313,
2000-09-21,1449.050048828125,1452.77001953125,1436.300048828125,1451.3399658203125,1105400000,1480.9915966796875,
2000-09-22,1448.719970703125,1449.050048828125,1421.8800048828125,1449.050048828125,1185500000,1480.0491967773437,
2000-09-25,1439.030029296875,1457.4200439453125,1435.9300537109375,1448.719970703125,982400000,1478.6301977539063,
2000-09-26,1427.2099609375,1448.0400390625,1425.25,1439.030029296875,1106600000,1476.9645971679688,
2000-09-27,1426.5699462890625,1437.219970703125,1419.43994140625,1427.2099609375,1174700000,1475.6211962890625,
2000-09-28,1458.2900390625,1461.68994140625,1425.780029296875,1426.5699462890625,1206200000,1475.1477978515625,
2000-09-29,1436.510009765625,1458.2900390625,1436.2900390625,1458.2900390625,1197100000,1473.9665991210939,
2000-10-02,1436.22998046875,1445.5999755859375,1429.8299560546875,1436.52001953125,1051200000,1473.0873999023438,
2000-10-03,1426.4599609375,1454.8199462890625,1425.280029296875,1436.22998046875,1098100000,1472.3307983398438,
2000-10-04,1434.3199462890625,1439.989990234375,1416.31005859375,1426.4599609375,1167400000,1471.5277978515626,
2000-10-05,1436.280029296875,1444.1700439453125,1431.800048828125,1434.3199462890625,1176100000,1471.2049975585937,
2000-10-06,1408.989990234375,1443.300048828125,1397.06005859375,1436.280029296875,1150100000,1470.3923974609374,
2000-10-09,1402.030029296875,1409.68994140625,1392.47998046875,1408.989990234375,716600000,1470.0351977539062,
2000-10-10,1387.02001953125,1408.8299560546875,1383.8499755859375,1402.030029296875,1044000000,1469.1589990234374,
2000-10-11,1364.5899658203125,1387.02001953125,1349.6700439453125,1387.02001953125,1387500000,1467.688798828125,
2000-10-12,1329.780029296875,1374.9300537109375,1328.06005859375,1364.5899658203125,1388600000,1465.510400390625,
2000-10-13,1374.1700439453125,1374.1700439453125,1327.0799560546875,1329.780029296875,1223900000,1463.9426000976562,
2000-10-16,1374.6199951171875,1379.47998046875,1365.06005859375,1374.1700439453125,1005400000,1462.1763989257813,1444.7832482910155
2000-10-17,1349.969970703125,1380.989990234375,1342.3399658203125,1374.6199951171875,1161500000,1459.5893994140624,1444.2569982910156
2000-10-18,1342.1300048828125,1356.6500244140625,1305.7900390625,1349.969970703125,1441700000,1456.7759985351563,1443.9705480957032
2000-10-19,1388.760009765625,1389.9300537109375,1342.1300048828125,1342.1300048828125,1297900000,1455.093798828125,1443.9037982177733
2000-10-20,1396.9300537109375,1408.469970703125,1382.18994140625,1388.760009765625,1177400000,1453.8273999023438,1443.8711987304687
2000-10-23,1395.780029296875,1406.9599609375,1387.75,1396.9300537109375,1046800000,1452.306201171875,1443.6427490234375
2000-10-24,1398.1300048828125,1415.6400146484375,1388.1300048828125,1395.780029296875,1158600000,1450.4376000976563,1443.3453991699218
2000-10-25,1364.9000244140625,1398.1300048828125,1362.2099609375,1398.1300048828125,1315600000,1448.0469995117187,1442.9770989990234
2000-10-26,1364.43994140625,1372.719970703125,1337.81005859375,1364.9000244140625,1303800000,1445.738798828125,1442.6380487060546
2000-10-27,1379.5799560546875,1384.5699462890625,1364.1300048828125,1364.43994140625,1086300000,1443.4089990234374,1442.2875482177735
2000-10-30,1398.6600341796875,1406.3599853515625,1376.8599853515625,1379.5799560546875,1186500000,1441.5478002929688,1441.9550982666015
2000-10-31,1429.4000244140625,1432.219970703125,1398.6600341796875,1398.6600341796875,1366400000,1440.146201171875,1441.8263983154297
2000-11-01,1421.219970703125,1429.5999755859375,1410.449951171875,1429.4000244140625,1206800000,1438.6080004882813,1441.652998046875
2000-11-02,1428.3199462890625,1433.4000244140625,1421.219970703125,1421.219970703125,1167700000,1437.055,1441.566748046875
2000-11-03,1426.68994140625,1433.2099609375,1420.9200439453125,1428.3199462890625,997700000,1435.42259765625,1441.4933978271483
2000-11-06,1432.18994140625,1438.4599609375,1427.719970703125,1428.760009765625,930900000,1433.9373974609375,1441.6466973876952
2000-11-07,1431.8699951171875,1436.219970703125,1423.260009765625,1432.18994140625,880900000,1432.292998046875,1441.755897216797
2000-11-08,1409.280029296875,1437.280029296875,1408.780029296875,1431.8699951171875,909300000,1430.2817993164062,1441.7818475341796
2000-11-09,1400.1400146484375,1409.280029296875,1369.6800537109375,1409.280029296875,1111000000,1428.2328002929687,1441.789747314453
2000-11-10,1365.97998046875,1400.1400146484375,1365.969970703125,1400.1400146484375,962500000,1425.198798828125,1441.8188470458983
2000-11-13,1351.260009765625,1365.97998046875,1328.6199951171875,1365.97998046875,1129300000,1421.8085986328124,1441.602847290039
2000-11-14,1382.949951171875,1390.06005859375,1351.260009765625,1351.260009765625,1118800000,1419.3259985351563,1441.471196899414
2000-11-15,1389.81005859375,1395.9599609375,1374.75,1382.949951171875,1066800000,1417.2771997070313,1441.3746472167968
2000-11-16,1372.3199462890625,1394.760009765625,1370.3900146484375,1389.81005859375,956300000,1414.6733984375,1441.1113970947265
2000-11-17,1367.719970703125,1384.8499755859375,1355.550048828125,1372.3199462890625,1070400000,1412.1377978515625,1440.8281469726562
2000-11-20,1342.6199951171875,1367.719970703125,1341.6700439453125,1367.719970703125,955800000,1409.2049975585937,1440.4200469970704
2000-11-21,1347.3499755859375,1355.8699951171875,1333.6199951171875,1342.6199951171875,1137100000,1406.512197265625,1439.9481970214845
2000-11-22,1322.3599853515625,1347.3499755859375,1321.8900146484375,1347.3499755859375,963200000,1403.2611962890626,1439.5014471435547
2000-11-24,1341.77001953125,1343.8299560546875,1322.3599853515625,1322.3599853515625,404870000,1400.4791967773438,1439.1261474609375
2000-11-27,1348.969970703125,1362.5,1341.77001953125,1341.77001953125,946100000,1398.1423950195312,1438.9353973388672
2000-11-28,1336.0899658203125,1358.81005859375,1334.969970703125,1348.969970703125,1028200000,1395.973994140625,1438.6661474609375
2000-11-29,1341.9300537109375,1352.3800048828125,1329.280029296875,1336.0899658203125,402100000,1393.6145947265625,1438.3655474853515
2000-11-30,1314.949951171875,1341.9100341796875,1294.9000244140625,1341.9100341796875,1186530000,1390.8867944335936,1438.0019470214843
2000-12-01,1315.22998046875,1334.6700439453125,1307.02001953125,1314.949951171875,1195200000,1388.2103930664061,1437.636796875
2000-12-04,1324.969970703125,1332.06005859375,1310.22998046875,1315.1800537109375,1103000000,1385.7353930664062,1437.531196899414
2000-12-05,1376.5400390625,1376.56005859375,1324.969970703125,1324.969970703125,900300000,1384.4855932617188,1437.653046875
2000-12-06,1351.4599609375,1376.5400390625,1346.1500244140625,1376.5400390625,1399300000,1382.9705932617187,1437.6068969726562
2000-12-07,1343.550048828125,1353.5,1339.260009765625,1351.4599609375,1128000000,1381.3101953125,1437.5574969482423
2000-12-08,1369.8900146484375,1380.3299560546875,1343.550048828125,1343.550048828125,1358300000,1379.5421948242188,1437.7401470947266
2000-12-11,1380.199951171875,1389.050048828125,1364.1400146484375,1369.8900146484375,1202400000,1378.4159936523438,1437.9008966064453
2000-12-12,1371.1800537109375,1380.27001953125,1370.27001953125,1380.199951171875,1083400000,1377.1149951171874,1437.9246966552735
2000-12-13,1359.989990234375,1385.8199462890625,1358.47998046875,1371.1800537109375,1195100000,1375.785595703125,1437.8286968994141
2000-12-14,1340.9300537109375,1359.989990234375,1340.47998046875,1359.989990234375,1061300000,1373.9177978515625,1437.6245471191405
2000-12-15,1312.1500244140625,1340.9300537109375,1305.3800048828125,1340.9300537109375,1561100000,1371.4351977539063,1437.1394470214843
2000-12-18,1322.739990234375,1332.3199462890625,1312.1500244140625,1312.1500244140625,1189900000,1369.7101977539062,1436.7967468261718
2000-12-19,1305.5999755859375,1346.43994140625,1305.199951171875,1322.9599609375,1324900000,1367.7815966796875,1436.5466467285157
2000-12-20,1264.739990234375,1305.5999755859375,1261.1600341796875,1305.5999755859375,1421600000,1365.33599609375,1436.036846923828
2000-12-21,1274.8599853515625,1285.31005859375,1254.0699462890625,1264.739990234375,1449900000,1363.541396484375,1435.4026971435546
2000-12-22,1305.949951171875,1305.969970703125,1274.8599853515625,1274.8599853515625,1087100000,1363.064794921875,1434.9570971679686
2000-12-26,1315.18994140625,1315.93994140625,1301.6400146484375,1305.969970703125,806500000,1361.8851928710938,1434.614946899414
2000-12-27,1328.9200439453125,1332.030029296875,1310.9599609375,1315.18994140625,1092700000,1360.9711938476562,1434.4637969970704
2000-12-28,1334.219970703125,1335.9300537109375,1325.780029296875,1328.9200439453125,1015300000,1360.6561938476561,1434.1741967773437
2000-12-29,1320.280029296875,1340.0999755859375,1317.510009765625,1334.219970703125,1035500000,1360.2191943359376,1433.4832470703125
