Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol,Name,Daily_Return,Volatility_20d
1998-01-20 00:00:00-05:00,43.42001530029394,43.995461286201454,43.19332445736068,43.978023529052734,1744600,0.0,0.0,0.0,DIA,Dow Jones ETF,,
1998-01-21 00:00:00-05:00,43.576933322877395,43.7338730587341,43.12355186373581,43.43743133544922,1839600,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.012292325807829685,
1998-01-22 00:00:00-05:00,43.07123565673828,43.446147222171426,42.93173367890269,43.07123565673828,1662600,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.008430417440731253,
1998-01-23 00:00:00-05:00,43.24562927345176,43.38513130336612,42.58299463135855,42.96662521362305,1693700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.002428777385189096,
1998-01-26 00:00:00-05:00,43.175862891305904,43.34152149286786,42.93173442584618,43.140987396240234,1172800,0.0,0.0,0.0,DIA,Dow Jones ETF,0.004058084193261369,
1998-01-27 00:00:00-05:00,43.03639917987087,43.83853627965777,43.0102425353126,43.64672088623047,1454500,0.0,0.0,0.0,DIA,Dow Jones ETF,0.011722807485725406,
1998-01-28 00:00:00-05:00,43.73389102158389,44.213429300329324,43.646702243630166,44.15239715576172,1181200,0.0,0.0,0.0,DIA,Dow Jones ETF,0.011585664610391788,
1998-01-29 00:00:00-05:00,44.11752230161196,44.78015702392866,44.02161464443454,44.3093376159668,1468500,0.0,0.0,0.0,DIA,Dow Jones ETF,0.003554517315366157,
1998-01-30 00:00:00-05:00,44.60577414243138,44.60577414243138,44.06520377557627,44.21342468261719,1095600,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0021646212403556575,
1998-02-02 00:00:00-05:00,44.98939506802977,45.37302556860987,44.86733081784519,45.207366943359375,955600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.022480553539499182,
1998-02-03 00:00:00-05:00,45.19867595055074,45.57358780739365,45.00686058193343,45.56486892700195,619400,0.0,0.0,0.0,DIA,Dow Jones ETF,0.007908047024514753,
1998-02-04 00:00:00-05:00,45.32072830200195,45.564856888469066,45.09403747171106,45.32072830200195,753200,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.005358089044239955,
1998-02-05 00:00:00-05:00,45.65208946032853,45.70440277903784,45.05048629517141,45.329490661621094,1067600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.00019334110345159417,
1998-02-06 00:00:00-05:00,45.477689728160684,45.852601664186544,45.39921978806225,45.817726135253906,1069700,0.0,0.0,0.0,DIA,Dow Jones ETF,0.010770813139671764,
1998-02-09 00:00:00-05:00,45.80898678917715,45.89617557255967,45.44279389897056,45.63460922241211,515900,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0039966390366303894,
1998-02-10 00:00:00-05:00,45.774126536682196,46.50651256126911,45.713094367966626,46.401885986328125,892100,0.0,0.0,0.0,DIA,Dow Jones ETF,0.01681348382269454,
1998-02-11 00:00:00-05:00,46.29725941138714,46.53266920500436,46.22750836142648,46.401885986328125,515000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.0,
1998-02-12 00:00:00-05:00,46.16646683331832,46.93372822733758,45.965932605336015,46.69831848144531,1065000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.006388371696885997,
1998-02-13 00:00:00-05:00,46.506513798323695,46.78551800558773,46.410606102076684,46.67217254638672,596700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0005598902896039037,
1998-02-17 00:00:00-05:00,47.04707577786924,47.27376665448611,46.8116660213825,46.90757369995117,840600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.005043715360164347,
1998-02-18 00:00:00-05:00,46.91632413723268,47.26507956661185,46.785540851215494,47.22148513793945,773000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.006692126947265509,0.008575162643865368
1998-02-19 00:00:00-05:00,47.23016081825107,47.265036329285415,46.776779174804695,46.77677917480469,804800,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00941744974423675,0.008314904611241514
1998-02-20 00:00:00-05:00,46.91627572667479,47.13424764512246,46.48905076651737,47.02962112426758,540600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.005405287707347828,0.007808972356730768
1998-02-23 00:00:00-05:00,47.43068638470478,47.43068638470478,46.855240557243285,47.01218032836914,639200,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00037084704238532495,0.007726903406168248
1998-02-24 00:00:00-05:00,46.94245077882494,47.0993906216962,46.6111333327634,46.87269973754883,702700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.002966903254562392,0.00790740454941808
1998-02-25 00:00:00-05:00,47.01217717807672,47.51787196226226,46.91626954659325,47.25630569458008,687400,0.0,0.0,0.0,DIA,Dow Jones ETF,0.008183995357194052,0.007768254379122414
1998-02-26 00:00:00-05:00,47.21274911373033,47.552785533940025,47.099403640327104,47.51791000366211,439800,0.0,0.0,0.0,DIA,Dow Jones ETF,0.005535860352114508,0.007573042596781777
1998-02-27 00:00:00-05:00,47.49169692561417,47.96251602493181,47.369632714679966,47.76198196411133,451300,0.0,0.0,0.0,DIA,Dow Jones ETF,0.005136420360878802,0.007579626655136787
1998-03-02 00:00:00-05:00,47.84921342527784,47.91024558525906,47.587647025358315,47.8317756652832,1062800,0.0,0.0,0.0,DIA,Dow Jones ETF,0.0014612815109791288,0.007472412445671275
1998-03-03 00:00:00-05:00,47.5527486577914,48.0584434546656,47.53531090617505,48.04972457885742,596600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.004556571662724274,0.006080342432553449
1998-03-04 00:00:00-05:00,47.77942887439665,47.91893085651167,47.491706036284405,47.727115631103516,691700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.006714064452637003,0.00634159260464568
1998-03-05 00:00:00-05:00,47.15168448932224,47.57890944124103,46.99474471106636,47.308624267578125,778300,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.008768419335457689,0.006600056358054561
1998-03-06 00:00:00-05:00,47.48303917421672,48.006172180175774,47.48303917421672,48.00617218017578,933100,0.0,0.0,0.0,DIA,Dow Jones ETF,0.014744624757048852,0.007149898728123782
1998-03-09 00:00:00-05:00,47.779428073933026,48.3112793718363,47.76199032646079,47.91893005371094,685300,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0018173106186722965,0.006972134924320739
1998-03-10 00:00:00-05:00,48.197985597902594,48.407238791525906,48.075921234955665,48.389801025390625,563700,0.0,0.0,0.0,DIA,Dow Jones ETF,0.009826408293171385,0.007003556123962505
1998-03-11 00:00:00-05:00,48.51181258552376,48.677471183497325,48.39846722901552,48.546688079833984,406600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.0032421512616065407,0.006202127926999434
1998-03-12 00:00:00-05:00,48.51181717618638,48.581568171407355,48.16306220008152,48.485660552978516,576700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0012570893972233543,0.006232745682178738
1998-03-13 00:00:00-05:00,48.65135479284708,48.68623031599608,48.04103313773968,48.07590866088867,458900,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.008450991229502214,0.0065834633358858195
1998-03-16 00:00:00-05:00,48.30256335008736,48.808258056640625,48.1804991105745,48.808258056640625,733000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.015233188849693935,0.007240838360619605
1998-03-17 00:00:00-05:00,48.70367173705424,48.98267594320994,48.59032627830349,48.97395706176758,499900,0.0,0.0,0.0,DIA,Dow Jones ETF,0.003394896923685886,0.007216881901244776
1998-03-18 00:00:00-05:00,48.8780667049765,49.11347658743,48.70368901427019,49.096038818359375,410900,0.0,0.0,0.0,DIA,Dow Jones ETF,0.0024927893091797326,0.007139445710221553
1998-03-19 00:00:00-05:00,49.104724784730834,49.27038347984978,49.01753599782612,49.23550796508789,730000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.0028407413324018638,0.006617247199397334
1998-03-20 00:00:00-05:00,49.4185835674191,49.88940281806141,49.26164381720499,49.749900817871094,754300,0.0,0.0,0.0,DIA,Dow Jones ETF,0.010447599182848988,0.006823188461487486
1998-03-23 00:00:00-05:00,49.76734946141621,49.76734946141621,49.322686738477834,49.375,551600,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00753570985485108,0.007179305022103867
1998-03-24 00:00:00-05:00,49.64529020281458,50.142266237510825,49.61913356940951,49.906856536865234,470300,0.0,0.0,0.0,DIA,Dow Jones ETF,0.010771777961827489,0.007287236238229841
1998-03-25 00:00:00-05:00,50.255618043086706,50.255618043086706,49.24422808940904,49.59298324584961,966200,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0062891817436703246,0.007478832599719042
1998-03-26 00:00:00-05:00,49.57553641987789,49.82838386204751,49.39243999623782,49.45347213745117,412800,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00281312192305172,0.007529921025445028
1998-03-27 00:00:00-05:00,49.8545784567875,49.88945399260897,49.03500336498302,49.25297546386719,584100,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.004054248668864391,0.0076100686960933585
1998-03-30 00:00:00-05:00,49.26166081420076,49.41860061856458,48.930343449432684,49.19190979003906,562400,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.001239837253546705,0.0076359417805851384
1998-03-31 00:00:00-05:00,49.36632101490175,49.83714074906012,49.139630031788464,49.209381103515625,620000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.00035516639933552696,0.007603137455885988
1998-04-01 00:00:00-05:00,49.305300387545365,49.77612023209487,48.94782606112815,49.627899169921875,373700,0.0,0.0,0.0,DIA,Dow Jones ETF,0.008504843121799555,0.007528440209141126
1998-04-02 00:00:00-05:00,49.61041593634277,50.3602394461012,49.56682154624053,50.307926177978516,440600,0.0,0.0,0.0,DIA,Dow Jones ETF,0.013702514501536367,0.007516469532532175
1998-04-03 00:00:00-05:00,50.360271568973154,50.54336812419276,50.116142828680346,50.2730827331543,493300,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0006926034816253646,0.007035523695351075
1998-04-06 00:00:00-04:00,50.709023635252215,50.9182768276948,50.412581612625225,50.43001937866211,610500,0.0,0.0,0.0,DIA,Dow Jones ETF,0.00312168335371088,0.006968536659916204
1998-04-07 00:00:00-04:00,50.429999009518134,50.43871788901494,49.8022396857482,50.15971374511719,707300,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00536001446906631,0.006964772520006611
1998-04-08 00:00:00-04:00,50.25560401059298,50.25560401059298,49.566812768948836,49.81966018676758,949500,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.006779415849092918,0.007213195155903164
1998-04-09 00:00:00-04:00,50.028950759813824,50.48233267677275,50.01151299377694,50.43001937866211,451700,0.0,0.0,0.0,DIA,Dow Jones ETF,0.012251372040804176,0.0075822249011935254
1998-04-13 00:00:00-04:00,50.6305276579776,50.6305276579776,49.976611767785016,50.41255569458008,337900,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0003462954069262114,0.0072015714926895865
1998-04-14 00:00:00-04:00,50.51716290445908,51.06645204201188,50.51716290445908,51.022857666015625,451500,0.0,0.0,0.0,DIA,Dow Jones ETF,0.012106150204584054,0.006937395332104612
1998-04-15 00:00:00-04:00,51.14496284131182,51.345497131347656,50.89211525822317,51.345497131347656,261800,0.0,0.0,0.0,DIA,Dow Jones ETF,0.006323429931031299,0.006993644699006845
1998-04-16 00:00:00-04:00,51.17113009657693,51.17113009657693,50.66543482555947,50.813655853271484,232800,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.010358089955106675,0.0075518072103281575
1998-04-17 00:00:00-04:00,50.820272926984444,51.38912392410068,50.73275738896656,51.36286926269531,382900,0.34,0.0,0.0,DIA,Dow Jones ETF,0.010808382120934601,0.007817964832233881
1998-04-20 00:00:00-04:00,51.3016326893851,51.33663892117588,50.96907348737271,51.135353088378906,299400,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.004429584592573588,0.007693307715175037
1998-04-21 00:00:00-04:00,51.10907732649995,51.48539416297931,50.95154934843882,51.47664260864258,372000,0.0,0.0,0.0,DIA,Dow Jones ETF,0.006674238069184879,0.007477545824863959
1998-04-22 00:00:00-04:00,51.45036379388093,51.59038859753838,51.35409674136644,51.441612243652344,503400,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0006805099014820515,0.007213395467180845
1998-04-23 00:00:00-04:00,51.37165600269483,51.54668719861542,51.03034517064966,51.14411544799805,597700,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.005783193463012148,0.007185322894704592
1998-04-24 00:00:00-04:00,51.09156103257581,51.28409517829638,50.44394617878845,50.71524429321289,820200,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.008385542520942035,0.007466582542994748
1998-04-27 00:00:00-04:00,50.09394850851107,50.3389922817882,49.507593765312215,49.988929748535156,1916800,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.014321424549953998,0.008172704505431696
1998-04-28 00:00:00-04:00,50.42647274241728,50.47898208577974,49.65633570643451,49.840118408203125,437200,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0029768859041514606,0.00820439580722813
1998-04-29 00:00:00-04:00,50.00638386487919,50.38270071930513,49.80509810553509,50.085147857666016,298700,0.0,0.0,0.0,DIA,Dow Jones ETF,0.004916309537149166,0.008257913211162442
1998-04-30 00:00:00-04:00,50.59276615310731,51.14411440905711,50.53150523577956,50.899070739746094,443100,0.0,0.0,0.0,DIA,Dow Jones ETF,0.01625078325401219,0.008796690835315155
1998-05-01 00:00:00-04:00,51.02156435878375,51.33662033081054,50.86403637277035,51.33662033081055,338300,0.0,0.0,0.0,DIA,Dow Jones ETF,0.008596416097686799,0.008486479720651004
1998-05-04 00:00:00-04:00,51.520331605426954,51.852890226287535,51.42406463623047,51.42406463623047,542500,0.0,0.0,0.0,DIA,Dow Jones ETF,0.001703351425482058,0.008477540354658926
1998-05-05 00:00:00-04:00,51.24915378482601,51.450439737191275,50.951600637851264,51.24040222167969,325600,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.0035715265965456933,0.008528256735450088
1998-05-06 00:00:00-04:00,51.44163800507278,51.450389559684055,50.56648254394531,50.56648254394531,665500,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.013152115294076339,0.008991426014723558
1998-05-07 00:00:00-04:00,50.75903163021831,50.75903163021831,50.251441313916125,50.26019287109375,593100,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.006057167859864099,0.008962298005553487
1998-05-08 00:00:00-04:00,50.2689446098616,50.96031762939138,50.23393838102465,50.93406295776367,638100,0.0,0.0,0.0,DIA,Dow Jones ETF,0.013407630336760734,0.009045581049266328
1998-05-11 00:00:00-04:00,51.12661700946069,51.4416731909637,50.79405770676307,50.925331115722656,703100,0.0,0.0,0.0,DIA,Dow Jones ETF,-0.00017143423347665276,0.009044767626398362
